序号,传输方向,时间标识,ID(HEX),帧格式,帧类型,数据长度,数据(HEX),
1221,接收,351.0277,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF B3 38 ,
1222,接收,351.0280,00000100 H,标准帧,数据帧,8,04 CD 3F 34 4C D1 33 2F ,
1223,接收,351.0282,00000100 H,标准帧,数据帧,8,08 CD 3B 32 DC CD 73 38 ,
1224,接收,351.0284,00000100 H,标准帧,数据帧,8,0C CC BF 32 3C D2 B3 31 ,
1225,接收,351.0287,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 2C A7 F2 A9 ,
1226,接收,351.0289,00000100 H,标准帧,数据帧,8,14 CA 93 28 0C A9 32 9F ,
1227,接收,351.0291,00000100 H,标准帧,数据帧,8,18 CA C3 2A 8C AC F2 63 ,
1228,接收,351.0293,00000100 H,标准帧,数据帧,8,1C CA 97 28 BC AC 72 8B ,
1229,接收,351.0296,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC 73 3F ,
1230,接收,351.0298,00000101 H,标准帧,数据帧,8,04 CC C7 34 3C CE B3 48 ,
1231,接收,351.0300,00000101 H,标准帧,数据帧,8,08 CC 87 34 AC D0 33 2B ,
1232,接收,351.0303,00000101 H,标准帧,数据帧,8,0C CD 2B 31 DC CD 33 38 ,
1233,接收,351.0305,00000101 H,标准帧,数据帧,8,10 CA 5B 25 5C A6 72 B9 ,
1234,接收,351.0307,00000101 H,标准帧,数据帧,8,14 CA 93 2A BC AD 72 A6 ,
1235,接收,351.0310,00000101 H,标准帧,数据帧,8,18 CA B3 2B 1C AA B2 97 ,
1236,接收,351.0312,00000101 H,标准帧,数据帧,8,1C CA 87 27 1C AC B2 91 ,
1237,接收,351.0314,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 14 ,
1238,接收,351.0317,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE B3 49 ,
1239,接收,351.0319,00000102 H,标准帧,数据帧,8,08 CC 87 33 1C CC F3 34 ,
1240,接收,351.0321,00000102 H,标准帧,数据帧,8,0C CD 17 33 6C CB 33 30 ,
1241,接收,351.0323,00000102 H,标准帧,数据帧,8,10 CA 5F 29 8C AA F2 93 ,
1242,接收,351.0326,00000102 H,标准帧,数据帧,8,14 CA 3B 28 CC AB F2 91 ,
1243,接收,351.0328,00000102 H,标准帧,数据帧,8,18 CA BB 29 FC A8 32 AE ,
1244,接收,351.0330,00000102 H,标准帧,数据帧,8,1C CA 97 2A DC A6 F2 89 ,
1245,接收,351.1222,00000020 H,标准帧,数据帧,1,F8 ,
1246,接收,351.1291,00000100 H,标准帧,数据帧,8,00 00 4C 01 AC D0 73 38 ,
1247,接收,351.1293,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2D ,
1248,接收,351.1295,00000100 H,标准帧,数据帧,8,08 CD 37 33 1C CD 33 38 ,
1249,接收,351.1298,00000100 H,标准帧,数据帧,8,0C CC B3 32 5C D2 B3 34 ,
1250,接收,351.1300,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 4C A7 F2 A6 ,
1251,接收,351.1302,00000100 H,标准帧,数据帧,8,14 CA 87 28 0C A9 B2 9F ,
1252,接收,351.1305,00000100 H,标准帧,数据帧,8,18 CA C7 2A AC AC F2 64 ,
1253,接收,351.1307,00000100 H,标准帧,数据帧,8,1C CA 93 28 CC AC 32 8C ,
1254,接收,351.1309,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC 73 40 ,
1255,接收,351.1312,00000101 H,标准帧,数据帧,8,04 CC C3 34 4C CF 73 47 ,
1256,接收,351.1314,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF B3 2D ,
1257,接收,351.1316,00000101 H,标准帧,数据帧,8,0C CD 23 31 FC CC 73 3A ,
1258,接收,351.1318,00000101 H,标准帧,数据帧,8,10 CA 67 25 7C A5 F2 B8 ,
1259,接收,351.1321,00000101 H,标准帧,数据帧,8,14 CA 8B 2A AC AD 72 AA ,
1260,接收,351.1323,00000101 H,标准帧,数据帧,8,18 CA BB 2B 1C AA F2 94 ,
1261,接收,351.1325,00000101 H,标准帧,数据帧,8,1C CA 8F 27 1C AD 72 91 ,
1262,接收,351.1328,00000102 H,标准帧,数据帧,8,00 00 4C 01 30 04 C0 14 ,
1263,接收,351.1330,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE 33 48 ,
1264,接收,351.1332,00000102 H,标准帧,数据帧,8,08 CC 8B 33 2C CD 33 36 ,
1265,接收,351.1334,00000102 H,标准帧,数据帧,8,0C CD 0F 33 6C CB 33 2E ,
1266,接收,351.1337,00000102 H,标准帧,数据帧,8,10 CA 5B 29 6C AA 72 92 ,
1267,接收,351.1339,00000102 H,标准帧,数据帧,8,14 CA 33 28 AC AC B2 95 ,
1268,接收,351.1341,00000102 H,标准帧,数据帧,8,18 CA BB 2A 1C A8 72 AE ,
1269,接收,351.1344,00000102 H,标准帧,数据帧,8,1C CA 93 2A EC A6 72 88 ,
1270,接收,351.2236,00000020 H,标准帧,数据帧,1,F8 ,
1271,接收,351.2304,00000101 H,标准帧,数据帧,8,00 00 54 01 6C CC F3 41 ,
1272,接收,351.2307,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 33 38 ,
1273,接收,351.2309,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 33 2D ,
1274,接收,351.2311,00000100 H,标准帧,数据帧,8,08 CD 33 32 DC CC F3 36 ,
1275,接收,351.2314,00000100 H,标准帧,数据帧,8,0C CC BB 32 4C D2 73 33 ,
1276,接收,351.2316,00000100 H,标准帧,数据帧,8,10 C9 F7 2A 5C A7 F2 A9 ,
1277,接收,351.2318,00000100 H,标准帧,数据帧,8,14 CA 8B 27 EC A9 72 A0 ,
1278,接收,351.2321,00000100 H,标准帧,数据帧,8,18 CA C7 2A 8C AC B2 64 ,
1279,接收,351.2323,00000100 H,标准帧,数据帧,8,1C CA 93 28 CC AC B2 89 ,
1280,接收,351.2325,00000101 H,标准帧,数据帧,8,04 CC C3 34 2C CE F3 47 ,
1281,接收,351.2327,00000101 H,标准帧,数据帧,8,08 CC 87 34 7C CF B3 2C ,
1282,接收,351.2330,00000101 H,标准帧,数据帧,8,0C CD 23 31 DC CC B3 3A ,
1283,接收,351.2332,00000101 H,标准帧,数据帧,8,10 CA 53 25 7C A6 32 B9 ,
1284,接收,351.2334,00000101 H,标准帧,数据帧,8,14 CA 97 2A DC AD 72 A6 ,
1285,接收,351.2337,00000101 H,标准帧,数据帧,8,18 CA AB 2B 1C AB B2 97 ,
1286,接收,351.2339,00000101 H,标准帧,数据帧,8,1C CA 97 27 0C AC 72 93 ,
1287,接收,351.2341,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 13 ,
1288,接收,351.2344,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CE 33 46 ,
1289,接收,351.2346,00000102 H,标准帧,数据帧,8,08 CC 8F 33 4C CD B3 32 ,
1290,接收,351.2348,00000102 H,标准帧,数据帧,8,0C CD 13 33 3C CA B3 30 ,
1291,接收,351.2350,00000102 H,标准帧,数据帧,8,10 CA 5B 29 8C AB 72 91 ,
1292,接收,351.2353,00000102 H,标准帧,数据帧,8,14 CA 37 28 BC AB F2 90 ,
1293,接收,351.2355,00000102 H,标准帧,数据帧,8,18 CA B3 2A 0C A8 32 AE ,
1294,接收,351.2357,00000102 H,标准帧,数据帧,8,1C CA 97 2A DC A6 B2 88 ,
1295,接收,351.3249,00000020 H,标准帧,数据帧,1,F8 ,
1296,接收,351.3318,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CD B3 40 ,
1297,接收,351.3320,00000100 H,标准帧,数据帧,8,00 00 4C 01 9C CF B3 36 ,
1298,接收,351.3322,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 33 2B ,
1299,接收,351.3325,00000100 H,标准帧,数据帧,8,08 CD 2B 32 EC CC F3 37 ,
1300,接收,351.3327,00000100 H,标准帧,数据帧,8,0C CC B3 32 6C D2 33 2F ,
1301,接收,351.3329,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 2C A7 B2 A8 ,
1302,接收,351.3332,00000100 H,标准帧,数据帧,8,14 CA 8F 27 DC AA 72 9F ,
1303,接收,351.3334,00000100 H,标准帧,数据帧,8,18 CA BF 2A AC AC B2 66 ,
1304,接收,351.3336,00000100 H,标准帧,数据帧,8,1C CA 8F 28 BC AC 32 89 ,
1305,接收,351.3339,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CE B3 48 ,
1306,接收,351.3341,00000101 H,标准帧,数据帧,8,08 CC 7B 34 9C CF B3 2B ,
1307,接收,351.3343,00000101 H,标准帧,数据帧,8,0C CD 1F 31 FC CC F3 3C ,
1308,接收,351.3345,00000101 H,标准帧,数据帧,8,10 CA 63 25 7C A6 B2 BA ,
1309,接收,351.3348,00000101 H,标准帧,数据帧,8,14 CA 97 2A AC AC 72 A5 ,
1310,接收,351.3350,00000101 H,标准帧,数据帧,8,18 CA AF 2B 1C AB B2 97 ,
1311,接收,351.3352,00000101 H,标准帧,数据帧,8,1C CA 9B 27 1C AC 72 92 ,
1312,接收,351.3355,00000102 H,标准帧,数据帧,8,00 00 44 01 20 04 C0 14 ,
1313,接收,351.3357,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CD F3 47 ,
1314,接收,351.3359,00000102 H,标准帧,数据帧,8,08 CC 93 33 2C CD 33 31 ,
1315,接收,351.3362,00000102 H,标准帧,数据帧,8,0C CD 13 33 4C CB 73 31 ,
1316,接收,351.3364,00000102 H,标准帧,数据帧,8,10 CA 5B 29 7C AA F2 90 ,
1317,接收,351.3366,00000102 H,标准帧,数据帧,8,14 CA 2B 28 AC AB B2 92 ,
1318,接收,351.3369,00000102 H,标准帧,数据帧,8,18 CA BF 2A 0C A8 32 B0 ,
1319,接收,351.3371,00000102 H,标准帧,数据帧,8,1C CA 93 2A DC A6 F2 89 ,
1320,接收,351.3450,00000020 H,标准帧,数据帧,1,FA ,
1321,接收,351.3496,00000200 H,标准帧,数据帧,8,00 73 75 CD 9F FE BF FA ,
1322,接收,351.3498,00000200 H,标准帧,数据帧,8,04 FF EF FF BF FE DD 3B ,
1323,接收,351.3501,00000201 H,标准帧,数据帧,8,00 75 05 D0 FF FF 7F FD ,
1324,接收,351.3503,00000201 H,标准帧,数据帧,8,04 74 D5 D3 6F FE DD 33 ,
1325,接收,351.3506,00000202 H,标准帧,数据帧,8,00 73 FF FF DF FF 7F FD ,
1326,接收,351.3508,00000202 H,标准帧,数据帧,8,04 74 15 CD 9F FF 1D 0A ,
1327,接收,351.3862,00000040 H,标准帧,数据帧,5,02 00 00 00 00 ,
1328,接收,351.3882,00000302 H,标准帧,数据帧,4,00 00 00 00 ,
1329,接收,351.4463,00000020 H,标准帧,数据帧,1,F8 ,
1330,接收,351.4532,00000100 H,标准帧,数据帧,8,00 00 4C 01 9C CF F3 39 ,
1331,接收,351.4534,00000100 H,标准帧,数据帧,8,04 CD 33 34 4C D0 F3 2E ,
1332,接收,351.4537,00000100 H,标准帧,数据帧,8,08 CD 2F 32 FC CC F3 36 ,
1333,接收,351.4539,00000100 H,标准帧,数据帧,8,0C CC B3 32 2C D2 B3 32 ,
1334,接收,351.4541,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 5C A8 B2 A9 ,
1335,接收,351.4543,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C A9 B2 9D ,
1336,接收,351.4546,00000100 H,标准帧,数据帧,8,18 CA BF 2A 8C AC B2 65 ,
1337,接收,351.4548,00000100 H,标准帧,数据帧,8,1C CA 9B 28 CC AC 32 8A ,
1338,接收,351.4550,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC 33 40 ,
1339,接收,351.4553,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CF 33 48 ,
1340,接收,351.4555,00000101 H,标准帧,数据帧,8,08 CC 83 34 8C D0 33 2E ,
1341,接收,351.4557,00000101 H,标准帧,数据帧,8,0C CD 1B 31 FC CC F3 3A ,
1342,接收,351.4560,00000101 H,标准帧,数据帧,8,10 CA 57 25 4C A6 72 B8 ,
1343,接收,351.4562,00000101 H,标准帧,数据帧,8,14 CA 8F 2A DC AD B2 A8 ,
1344,接收,351.4564,00000101 H,标准帧,数据帧,8,18 CA AF 2B 0C AA F2 97 ,
1345,接收,351.4566,00000101 H,标准帧,数据帧,8,1C CA 9B 27 0C AC B2 92 ,
1346,接收,351.4569,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1347,接收,351.4571,00000102 H,标准帧,数据帧,8,04 CC CB 32 3C CE 73 47 ,
1348,接收,351.4573,00000102 H,标准帧,数据帧,8,08 CC 93 33 2C CD F3 32 ,
1349,接收,351.4576,00000102 H,标准帧,数据帧,8,0C CD 07 33 4C CA F3 2D ,
1350,接收,351.4578,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AB 72 92 ,
1351,接收,351.4580,00000102 H,标准帧,数据帧,8,14 CA 3B 28 AC AC 72 92 ,
1352,接收,351.4583,00000102 H,标准帧,数据帧,8,18 CA B3 29 EC A7 B2 B0 ,
1353,接收,351.4585,00000102 H,标准帧,数据帧,8,1C CA 8F 2A EC A6 F2 8B ,
1354,接收,351.5477,00000020 H,标准帧,数据帧,1,F8 ,
1355,接收,351.5545,00000100 H,标准帧,数据帧,8,00 00 4C 01 9C CF 73 37 ,
1356,接收,351.5548,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 73 2C ,
1357,接收,351.5550,00000100 H,标准帧,数据帧,8,08 CD 33 33 0C CC F3 38 ,
1358,接收,351.5552,00000100 H,标准帧,数据帧,8,0C CC BF 32 3C D2 33 32 ,
1359,接收,351.5555,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 3C A7 B2 A8 ,
1360,接收,351.5557,00000100 H,标准帧,数据帧,8,14 CA 83 27 EC A9 B2 A2 ,
1361,接收,351.5559,00000100 H,标准帧,数据帧,8,18 CA C7 2A AC AC B2 65 ,
1362,接收,351.5562,00000100 H,标准帧,数据帧,8,1C CA 97 28 EC AC 32 8B ,
1363,接收,351.5564,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 41 ,
1364,接收,351.5566,00000101 H,标准帧,数据帧,8,04 CC C3 34 2C CE B3 45 ,
1365,接收,351.5569,00000101 H,标准帧,数据帧,8,08 CC 87 34 BC D0 33 2D ,
1366,接收,351.5571,00000101 H,标准帧,数据帧,8,0C CD 1F 32 0C CC B3 3A ,
1367,接收,351.5573,00000101 H,标准帧,数据帧,8,10 CA 57 25 7C A6 32 BB ,
1368,接收,351.5575,00000101 H,标准帧,数据帧,8,14 CA 8F 2A BC AD 72 A6 ,
1369,接收,351.5578,00000101 H,标准帧,数据帧,8,18 CA A7 2B 0C AB F2 95 ,
1370,接收,351.5580,00000101 H,标准帧,数据帧,8,1C CA 97 27 2C AC B2 8F ,
1371,接收,351.5582,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 14 ,
1372,接收,351.5585,00000102 H,标准帧,数据帧,8,04 CC D3 32 9C CE 73 46 ,
1373,接收,351.5587,00000102 H,标准帧,数据帧,8,08 CC 8F 33 3C CD F3 36 ,
1374,接收,351.5589,00000102 H,标准帧,数据帧,8,0C CD 17 33 4C CB 33 2D ,
1375,接收,351.5592,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AB 32 91 ,
1376,接收,351.5594,00000102 H,标准帧,数据帧,8,14 CA 37 28 DC AC 72 91 ,
1377,接收,351.5596,00000102 H,标准帧,数据帧,8,18 CA AF 29 EC A7 F2 AE ,
1378,接收,351.5598,00000102 H,标准帧,数据帧,8,1C CA 8F 2A FC A7 32 8A ,
1379,接收,351.6491,00000020 H,标准帧,数据帧,1,F8 ,
1380,接收,351.6560,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 37 ,
1381,接收,351.6562,00000100 H,标准帧,数据帧,8,04 CD 33 34 3C D0 F3 2C ,
1382,接收,351.6564,00000100 H,标准帧,数据帧,8,08 CD 3B 33 0C CD 33 39 ,
1383,接收,351.6566,00000100 H,标准帧,数据帧,8,0C CC B7 32 3C D2 F3 33 ,
1384,接收,351.6569,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 2C A7 72 A7 ,
1385,接收,351.6571,00000100 H,标准帧,数据帧,8,14 CA 8B 27 EC A9 72 9E ,
1386,接收,351.6573,00000100 H,标准帧,数据帧,8,18 CA C7 2A 8C AC F2 64 ,
1387,接收,351.6576,00000100 H,标准帧,数据帧,8,1C CA 93 28 BC AB F2 8B ,
1388,接收,351.6578,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 42 ,
1389,接收,351.6580,00000101 H,标准帧,数据帧,8,04 CC BF 33 EC CF 33 48 ,
1390,接收,351.6583,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF B3 2B ,
1391,接收,351.6585,00000101 H,标准帧,数据帧,8,0C CD 23 32 0C CD 73 3A ,
1392,接收,351.6587,00000101 H,标准帧,数据帧,8,10 CA 63 25 7C A6 B2 B7 ,
1393,接收,351.6590,00000101 H,标准帧,数据帧,8,14 CA 87 2A BC AC F2 A8 ,
1394,接收,351.6592,00000101 H,标准帧,数据帧,8,18 CA BF 2B 2C AB 32 96 ,
1395,接收,351.6594,00000101 H,标准帧,数据帧,8,1C CA 8B 27 0C AD 32 94 ,
1396,接收,351.6597,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1397,接收,351.6599,00000102 H,标准帧,数据帧,8,04 CC C7 32 7C CE B3 47 ,
1398,接收,351.6601,00000102 H,标准帧,数据帧,8,08 CC 87 33 2C CD 33 35 ,
1399,接收,351.6603,00000102 H,标准帧,数据帧,8,0C CD 1F 33 5C CB 33 2E ,
1400,接收,351.6606,00000102 H,标准帧,数据帧,8,10 CA 63 29 AC AC 32 92 ,
1401,接收,351.6608,00000102 H,标准帧,数据帧,8,14 CA 33 28 CC AC B2 92 ,
1402,接收,351.6610,00000102 H,标准帧,数据帧,8,18 CA B3 29 FC A8 32 B0 ,
1403,接收,351.6613,00000102 H,标准帧,数据帧,8,1C CA 8F 2B 0C A7 32 88 ,
1404,接收,351.7504,00000020 H,标准帧,数据帧,1,F8 ,
1405,接收,351.7573,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF B3 38 ,
1406,接收,351.7575,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2E ,
1407,接收,351.7577,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 73 37 ,
1408,接收,351.7580,00000100 H,标准帧,数据帧,8,0C CC BB 32 4C D3 33 34 ,
1409,接收,351.7582,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 2C A8 32 A7 ,
1410,接收,351.7584,00000100 H,标准帧,数据帧,8,14 CA 8B 28 0C A9 32 A0 ,
1411,接收,351.7587,00000100 H,标准帧,数据帧,8,18 CA C3 2A AC AC 72 65 ,
1412,接收,351.7589,00000100 H,标准帧,数据帧,8,1C CA 93 28 BC AC 32 89 ,
1413,接收,351.7591,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC F3 3D ,
1414,接收,351.7594,00000101 H,标准帧,数据帧,8,04 CC C3 33 FC CF 33 4C ,
1415,接收,351.7596,00000101 H,标准帧,数据帧,8,08 CC 8F 34 8C CF 73 29 ,
1416,接收,351.7598,00000101 H,标准帧,数据帧,8,0C CD 27 31 EC CD 33 37 ,
1417,接收,351.7600,00000101 H,标准帧,数据帧,8,10 CA 57 25 7C A6 F2 BA ,
1418,接收,351.7603,00000101 H,标准帧,数据帧,8,14 CA 97 2A BC AC F2 A5 ,
1419,接收,351.7605,00000101 H,标准帧,数据帧,8,18 CA AF 2A FC AB B2 98 ,
1420,接收,351.7607,00000101 H,标准帧,数据帧,8,1C CA 93 27 2C AC 72 91 ,
1421,接收,351.7610,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
1422,接收,351.7612,00000102 H,标准帧,数据帧,8,04 CC CF 32 5C CE 73 44 ,
1423,接收,351.7614,00000102 H,标准帧,数据帧,8,08 CC 83 33 5C CD F3 36 ,
1424,接收,351.7617,00000102 H,标准帧,数据帧,8,0C CD 1B 33 3C CA F3 30 ,
1425,接收,351.7619,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AA 72 90 ,
1426,接收,351.7621,00000102 H,标准帧,数据帧,8,14 CA 2B 28 9C AC 72 90 ,
1427,接收,351.7623,00000102 H,标准帧,数据帧,8,18 CA AF 29 FC A8 72 B2 ,
1428,接收,351.7626,00000102 H,标准帧,数据帧,8,1C CA 97 2A EC A7 72 88 ,
1429,接收,351.8517,00000020 H,标准帧,数据帧,1,F8 ,
1430,接收,351.8586,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 3B ,
1431,接收,351.8588,00000100 H,标准帧,数据帧,8,04 CD 3B 34 6C D0 73 2D ,
1432,接收,351.8591,00000100 H,标准帧,数据帧,8,08 CD 2B 32 FC CD F3 39 ,
1433,接收,351.8593,00000100 H,标准帧,数据帧,8,0C CC B7 32 4C D3 33 32 ,
1434,接收,351.8595,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 2C A8 32 A6 ,
1435,接收,351.8598,00000100 H,标准帧,数据帧,8,14 CA 8B 27 EC A9 72 A0 ,
1436,接收,351.8600,00000100 H,标准帧,数据帧,8,18 CA C7 2A AC AC B2 64 ,
1437,接收,351.8602,00000100 H,标准帧,数据帧,8,1C CA 8F 28 AC AC 32 88 ,
1438,接收,351.8605,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC B3 3F ,
1439,接收,351.8607,00000101 H,标准帧,数据帧,8,04 CC CB 34 3C CE F3 47 ,
1440,接收,351.8609,00000101 H,标准帧,数据帧,8,08 CC 83 34 AC CF B3 2C ,
1441,接收,351.8611,00000101 H,标准帧,数据帧,8,0C CD 1F 31 EC CC B3 3B ,
1442,接收,351.8614,00000101 H,标准帧,数据帧,8,10 CA 5F 25 7C A5 72 B6 ,
1443,接收,351.8616,00000101 H,标准帧,数据帧,8,14 CA 8B 2A CC AD B2 A9 ,
1444,接收,351.8618,00000101 H,标准帧,数据帧,8,18 CA AF 2B 2C AA B2 92 ,
1445,接收,351.8621,00000101 H,标准帧,数据帧,8,1C CA 8B 27 1C AC B2 91 ,
1446,接收,351.8623,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1447,接收,351.8625,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE 33 47 ,
1448,接收,351.8628,00000102 H,标准帧,数据帧,8,08 CC 93 33 4C CD 33 34 ,
1449,接收,351.8630,00000102 H,标准帧,数据帧,8,0C CD 0B 33 6C CB B3 31 ,
1450,接收,351.8632,00000102 H,标准帧,数据帧,8,10 CA 6B 29 AC AA F2 92 ,
1451,接收,351.8634,00000102 H,标准帧,数据帧,8,14 CA 2F 28 CC AB B2 91 ,
1452,接收,351.8637,00000102 H,标准帧,数据帧,8,18 CA AF 2A 0C A7 F2 B1 ,
1453,接收,351.8639,00000102 H,标准帧,数据帧,8,1C CA 93 2B 2C A7 32 8A ,
1454,接收,351.9531,00000020 H,标准帧,数据帧,1,F8 ,
1455,接收,351.9599,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 37 ,
1456,接收,351.9602,00000100 H,标准帧,数据帧,8,04 CD 3F 34 6C D0 B3 2D ,
1457,接收,351.9604,00000100 H,标准帧,数据帧,8,08 CD 3B 32 FC CD B3 38 ,
1458,接收,351.9606,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 33 ,
1459,接收,351.9609,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 4C A7 F2 A9 ,
1460,接收,351.9611,00000100 H,标准帧,数据帧,8,14 CA 8B 27 FC A9 72 A1 ,
1461,接收,351.9613,00000100 H,标准帧,数据帧,8,18 CA C7 2A 8C AC 72 64 ,
1462,接收,351.9616,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AB F2 8B ,
1463,接收,351.9618,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 40 ,
1464,接收,351.9620,00000101 H,标准帧,数据帧,8,04 CC BF 33 FC CE B3 48 ,
1465,接收,351.9623,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF B3 2C ,
1466,接收,351.9625,00000101 H,标准帧,数据帧,8,0C CD 23 31 FC CD 33 3B ,
1467,接收,351.9627,00000101 H,标准帧,数据帧,8,10 CA 67 25 5C A5 B2 B8 ,
1468,接收,351.9630,00000101 H,标准帧,数据帧,8,14 CA 93 2A CC AD 72 A7 ,
1469,接收,351.9632,00000101 H,标准帧,数据帧,8,18 CA B3 2B 0C AA F2 96 ,
1470,接收,351.9634,00000101 H,标准帧,数据帧,8,1C CA 93 27 2C AC F2 91 ,
1471,接收,351.9637,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
1472,接收,351.9639,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE B3 49 ,
1473,接收,351.9641,00000102 H,标准帧,数据帧,8,08 CC 8B 33 3C CC B3 34 ,
1474,接收,351.9643,00000102 H,标准帧,数据帧,8,0C CD 17 33 7C CB B3 30 ,
1475,接收,351.9646,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AA B2 90 ,
1476,接收,351.9648,00000102 H,标准帧,数据帧,8,14 CA 2F 28 9C AC 72 93 ,
1477,接收,351.9650,00000102 H,标准帧,数据帧,8,18 CA BB 29 FC A8 32 B1 ,
1478,接收,351.9653,00000102 H,标准帧,数据帧,8,1C CA 93 2B 0C A7 32 89 ,
1479,接收,352.0544,00000020 H,标准帧,数据帧,1,F8 ,
1480,接收,352.0613,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 33 37 ,
1481,接收,352.0615,00000100 H,标准帧,数据帧,8,04 CD 2F 34 3C D0 B3 2D ,
1482,接收,352.0618,00000100 H,标准帧,数据帧,8,08 CD 37 32 FC CD 73 38 ,
1483,接收,352.0620,00000100 H,标准帧,数据帧,8,0C CC BF 32 5C D2 B3 31 ,
1484,接收,352.0622,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 0C A7 F2 A5 ,
1485,接收,352.0625,00000100 H,标准帧,数据帧,8,14 CA 7F 27 DC A9 32 9D ,
1486,接收,352.0627,00000100 H,标准帧,数据帧,8,18 CA BF 2A 8C AC 32 63 ,
1487,接收,352.0629,00000100 H,标准帧,数据帧,8,1C CA 8B 28 AC AB F2 8C ,
1488,接收,352.0632,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC B3 3F ,
1489,接收,352.0634,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CF 73 4A ,
1490,接收,352.0636,00000101 H,标准帧,数据帧,8,08 CC 83 34 7C CF F3 2E ,
1491,接收,352.0638,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC F3 3C ,
1492,接收,352.0641,00000101 H,标准帧,数据帧,8,10 CA 5F 25 6C A5 F2 B9 ,
1493,接收,352.0643,00000101 H,标准帧,数据帧,8,14 CA 93 2A FC AD B2 AA ,
1494,接收,352.0645,00000101 H,标准帧,数据帧,8,18 CA BB 2B 1C AA F2 94 ,
1495,接收,352.0648,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AD 72 92 ,
1496,接收,352.0650,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 15 ,
1497,接收,352.0652,00000102 H,标准帧,数据帧,8,04 CC D3 32 5C CD F3 45 ,
1498,接收,352.0655,00000102 H,标准帧,数据帧,8,08 CC 8B 33 4C CD 73 37 ,
1499,接收,352.0657,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CA F3 2E ,
